oldidentifierfrompreviousfile,fid,src_agency,latitude,longitude,date,sizeha,cause,protzone,ecoz_name,wildlat1,coordinates,Unnamed: 0_y,coordinates1,climlatitude,climlongitude,firelat_radians,firelong_radians,climlat_radians,climlong_radians,distance_km
48358,329491,QC,49.6536,-72.9301,13-06-2018,1.2,H,Intensive,Boreal Shield East,"(45, 50]","49.6536,-72.9301",19,"49.2786,-73.3556",49.2786,-73.3556,0.866618805,-1.272870369,0.860073821,-1.280296745,51.77680163
48359,329492,QC,49.6483,-72.6925,28-06-2018,0,L,Intensive,Boreal Shield East,"(45, 50]","49.6483,-72.6925",19,"49.2786,-73.3556",49.2786,-73.3556,0.866526303,-1.268723467,0.860073821,-1.280296745,63.09805232
48360,329493,QC,49.5585,-72.7492,28-06-2018,1,L,Intensive,Boreal Shield East,"(45, 50]","49.5585,-72.7492",19,"49.2786,-73.3556",49.2786,-73.3556,0.864958997,-1.269713068,0.860073821,-1.280296745,53.75014822
48361,329494,QC,50.0047,-71.9424,28-06-2018,0.1,L,Intensive,Boreal Shield East,"(50, 55]","50.0047,-71.9424",35,"49.8403,-71.1683",49.8403,-71.1683,0.872746656,-1.255631752,0.869877335,-1.242121158,58.31796876
48362,329495,QC,50.0259,-71.9493,28-06-2018,0,L,Intensive,Boreal Shield East,"(50, 55]","50.0259,-71.9493",35,"49.8403,-71.1683",49.8403,-71.1683,0.873116666,-1.25575218,0.869877335,-1.242121158,59.5496488
48363,329496,QC,49.5987,-71.0825,02-07-2018,6.6,L,Intensive,Boreal Shield East,"(45, 50]","49.5987,-71.0825",35,"49.8403,-71.1683",49.8403,-71.1683,0.86566062,-1.240623666,0.869877335,-1.242121158,27.5464141
48364,329497,QC,49.4831,-72.6783,19-08-2018,9.2,H,Intensive,Boreal Shield East,"(45, 50]","49.4831,-72.6783",19,"49.2786,-73.3556",49.2786,-73.3556,0.863643019,-1.26847563,0.860073821,-1.280296745,54.01264321
48365,329498,QC,49.9522,-70.3446,21-08-2018,1.6,H,Intensive,Boreal Shield East,"(45, 50]","49.9522,-70.3446",35,"49.8403,-71.1683",49.8403,-71.1683,0.871830359,-1.227744881,0.869877335,-1.242121158,60.26023967
48366,329499,QC,49.9146,-70.0122,13-07-2017,0,H,Intensive,Boreal Shield East,"(45, 50]","49.9146,-70.0122",35,"49.8403,-71.1683",49.8403,-71.1683,0.871174115,-1.221943407,0.869877335,-1.242121158,83.20020094
48367,329500,QC,49.9145,-70.0123,19-07-2017,0,H,Intensive,Boreal Shield East,"(45, 50]","49.9145,-70.0123",35,"49.8403,-71.1683",49.8403,-71.1683,0.871172369,-1.221945152,0.869877335,-1.242121158,83.19205857
48368,329501,QC,49.9291,-70.0612,26-07-2017,126.6,H,Intensive,Boreal Shield East,"(45, 50]","49.9291,-70.0612",35,"49.8403,-71.1683",49.8403,-71.1683,0.871427188,-1.222798618,0.869877335,-1.242121158,79.88056368
48369,329502,QC,49.887,-71.265,01-08-2017,0,H,Intensive,Boreal Shield East,"(45, 50]","49.887,-71.265",35,"49.8403,-71.1683",49.8403,-71.1683,0.870692404,-1.243808891,0.869877335,-1.242121158,8.655194542
48370,329503,QC,49.9298,-70.0607,26-07-2017,0,H,Intensive,Boreal Shield East,"(45, 50]","49.9298,-70.0607",35,"49.8403,-71.1683",49.8403,-71.1683,0.871439405,-1.222789891,0.869877335,-1.242121158,79.92516029
48371,329504,QC,49.5334,-69.9021,02-08-2017,0,L,Intensive,Boreal Shield East,"(45, 50]","49.5334,-69.9021",35,"49.8403,-71.1683",49.8403,-71.1683,0.86452092,-1.220021799,0.869877335,-1.242121158,97.20942077
48372,329543,QC,49.146,-75.3696,09-06-2019,4967.8,H,Intensive,Boreal Shield East,"(45, 50]","49.146,-75.3696",21,"49.8225,-74.9753",49.8225,-74.9753,0.857759514,-1.315447676,0.869566667,-1.308565843,80.38471773
48373,329544,QC,49.3182,-75.3326,13-07-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","49.3182,-75.3326",21,"49.8225,-74.9753",49.8225,-74.9753,0.860764971,-1.314801904,0.869566667,-1.308565843,61.67273562
48374,329545,QC,49.2399,-76.4969,28-07-2019,0,L,Intensive,Boreal Shield East,"(45, 50]","49.2399,-76.4969",115,"49.7578,-77.7931",49.7578,-77.7931,0.859398378,-1.335122773,0.868437439,-1.35774573,109.8320577
48375,329546,QC,49.4952,-74.7542,21-05-2018,0.2,H,Intensive,Boreal Shield East,"(45, 50]","49.4952,-74.7542",36,"49.7667,-74.5333",49.7667,-74.5333,0.863854204,-1.30470692,0.868592773,-1.300851487,34.10356759
48376,329547,QC,49.6722,-76.8347,03-06-2018,1.7,L,Intensive,Boreal Shield East,"(45, 50]","49.6722,-76.8347",115,"49.7578,-77.7931",49.7578,-77.7931,0.866943437,-1.341018495,0.868437439,-1.35774573,69.51672017
48377,329548,QC,49.899,-74.3542,19-06-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","49.899,-74.3542",28,"49.7772,-74.5303",49.7772,-74.5303,0.870901843,-1.297725603,0.868776032,-1.300799127,18.50646324
48378,329549,QC,49.5247,-74.9907,28-06-2018,0.3,L,Intensive,Boreal Shield East,"(45, 50]","49.5247,-74.9907",21,"49.8225,-74.9753",49.8225,-74.9753,0.864369076,-1.308834623,0.869566667,-1.308565843,33.11158431
48379,329550,QC,49.0511,-75.6766,28-06-2018,0.1,L,Intensive,Boreal Shield East,"(45, 50]","49.0511,-75.6766",21,"49.8225,-74.9753",49.8225,-74.9753,0.856103197,-1.320805837,0.869566667,-1.308565843,99.58064509
48380,329551,QC,49.0464,-75.8411,28-06-2018,0,L,Intensive,Boreal Shield East,"(45, 50]","49.0464,-75.8411",21,"49.8225,-74.9753",49.8225,-74.9753,0.856021166,-1.323676903,0.869566667,-1.308565843,106.5482204
48381,329552,QC,49.5887,-74.7016,28-06-2018,0.7,L,Intensive,Boreal Shield East,"(45, 50]","49.5887,-74.7016",36,"49.7667,-74.5333",49.7667,-74.5333,0.865486087,-1.303788877,0.868592773,-1.300851487,23.18874473
48382,329553,QC,49.6789,-74.3227,28-06-2018,1,L,Intensive,Boreal Shield East,"(45, 50]","49.6789,-74.3227",36,"49.7667,-74.5333",49.7667,-74.5333,0.867060374,-1.297175824,0.868592773,-1.300851487,18.00282809
48383,329554,QC,49.3035,-75.428,03-07-2018,3.5,L,Intensive,Boreal Shield East,"(45, 50]","49.3035,-75.428",21,"49.8225,-74.9753",49.8225,-74.9753,0.860508408,-1.316466948,0.869566667,-1.308565843,66.26395321
48384,329555,QC,49.1304,-75.135,01-07-2018,12.6,L,Intensive,Boreal Shield East,"(45, 50]","49.1304,-75.135",21,"49.8225,-74.9753",49.8225,-74.9753,0.857487243,-1.311353133,0.869566667,-1.308565843,77.76926366
48385,329556,QC,49.034,-76.4836,04-07-2018,9754.2,L,Intensive,Boreal Shield East,"(45, 50]","49.034,-76.4836",115,"49.7578,-77.7931",49.7578,-77.7931,0.855804745,-1.334890644,0.868437439,-1.35774573,124.2499132
48386,329557,QC,49.597,-74.6568,28-06-2018,5.1,L,Intensive,Boreal Shield East,"(45, 50]","49.597,-74.6568",36,"49.7667,-74.5333",49.7667,-74.5333,0.865630949,-1.303006969,0.868592773,-1.300851487,20.84400629
48387,329558,QC,50.0903,-74.3286,09-07-2018,0.5,L,Intensive,Boreal Shield East,"(50, 55]","50.0903,-74.3286",28,"49.7772,-74.5303",49.7772,-74.5303,0.874240658,-1.297278798,0.868776032,-1.300799127,37.66582495
48388,329559,QC,49.0189,-76.3728,16-07-2018,0,L,Intensive,Boreal Shield East,"(45, 50]","49.0189,-76.3728",115,"49.7578,-77.7931",49.7578,-77.7931,0.855541201,-1.332956819,0.868437439,-1.35774573,131.5138232
48389,329560,QC,49.27,-75.461,14-07-2018,26.9,L,Intensive,Boreal Shield East,"(45, 50]","49.27,-75.461",21,"49.8225,-74.9753",49.8225,-74.9753,0.859923722,-1.317042907,0.869566667,-1.308565843,70.68154336
48390,329561,QC,49.2888,-75.8775,14-07-2018,32.7,L,Intensive,Boreal Shield East,"(45, 50]","49.2888,-75.8775",21,"49.8225,-74.9753",49.8225,-74.9753,0.860251844,-1.324312203,0.869566667,-1.308565843,88.01743869
48391,329562,QC,49.0064,-75.59,13-06-2017,0.2,H,Intensive,Boreal Shield East,"(45, 50]","49.0064,-75.59",21,"49.8225,-74.9753",49.8225,-74.9753,0.855323035,-1.319294382,0.869566667,-1.308565843,100.9915845
48392,329563,QC,49.5584,-75.1229,04-07-2017,0,H,Intensive,Boreal Shield East,"(45, 50]","49.5584,-75.1229",21,"49.8225,-74.9753",49.8225,-74.9753,0.864957252,-1.311141949,0.869566667,-1.308565843,31.20738575
48393,329564,QC,49.7081,-76.8361,06-07-2017,0.1,L,Intensive,Boreal Shield East,"(45, 50]","49.7081,-76.8361",115,"49.7578,-77.7931",49.7578,-77.7931,0.86757001,-1.341042929,0.868437439,-1.35774573,68.95837171
48394,329565,QC,48.9861,-75.4731,10-07-2017,0.1,L,Intensive,Boreal Shield East,"(45, 50]","48.9861,-75.4731",21,"49.8225,-74.9753",49.8225,-74.9753,0.854968733,-1.317254092,0.869566667,-1.308565843,99.67147315
48395,329566,QC,49.4467,-75.1463,31-07-2017,0.1,H,Intensive,Boreal Shield East,"(45, 50]","49.4467,-75.1463",21,"49.8225,-74.9753",49.8225,-74.9753,0.863007719,-1.311550356,0.869566667,-1.308565843,43.53650726
48396,329636,QC,48.0461,-77.7139,04-05-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.0461,-77.7139",229,"48.0533,-77.7828",48.0533,-77.7828,0.838562638,-1.35636343,0.838688301,-1.357565961,5.180433765
48397,329637,QC,48.4658,-77.6497,13-05-2019,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.4658,-77.6497",229,"48.0533,-77.7828",48.0533,-77.7828,0.845887785,-1.355242928,0.838688301,-1.357565961,46.88481999
48398,329638,QC,48.1001,-79.2617,14-05-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.1001,-79.2617",164,"48.2458,-79.0342",48.2458,-79.0342,0.839505116,-1.383377636,0.84204806,-1.379407012,23.3749282
48399,329639,QC,48.938,-78.861,19-05-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.938,-78.861",112,"48.8,-78.2833",48.8,-78.2833,0.854129229,-1.376384101,0.851720675,-1.366301334,44.92587065
48400,329640,QC,48.1925,-78.8192,23-05-2019,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.1925,-78.8192",170,"48.2061,-78.8356",48.2061,-78.8356,0.8411178,-1.375654554,0.841355165,-1.375940788,1.938975357
48401,329641,QC,48.547,-77.7163,24-05-2019,0.5,H,Intensive,Boreal Shield East,"(45, 50]","48.547,-77.7163",112,"48.8,-78.2833",48.8,-78.2833,0.847304992,-1.356405317,0.851720675,-1.366301334,50.21527629
48402,329642,QC,48.7474,-79.1491,24-05-2019,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.7474,-79.1491",130,"48.4167,-78.7333",48.4167,-78.7333,0.850802632,-1.381412395,0.845030828,-1.374155316,47.80000399
48403,329643,QC,48.0798,-77.9134,27-05-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.0798,-77.9134",229,"48.0533,-77.7828",48.0533,-77.7828,0.839150814,-1.359845361,0.838688301,-1.357565961,10.13573719
48404,329644,QC,48.7785,-78.9317,28-05-2019,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.7785,-78.9317",130,"48.4167,-78.7333",48.4167,-78.7333,0.851345429,-1.377618049,0.845030828,-1.374155316,42.76731234
48405,329645,QC,48.8648,-79.0649,05-06-2019,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.8648,-79.0649",130,"48.4167,-78.7333",48.4167,-78.7333,0.852851648,-1.379942828,0.845030828,-1.374155316,55.42941494
48406,329646,QC,48.2261,-78.8258,05-06-2019,0.6,H,Intensive,Boreal Shield East,"(45, 50]","48.2261,-78.8258",170,"48.2061,-78.8356",48.2061,-78.8356,0.84170423,-1.375769746,0.841355165,-1.375940788,2.337963694
48407,329647,QC,48.1378,-78.1524,06-06-2019,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.1378,-78.1524",229,"48.0533,-77.7828",48.0533,-77.7828,0.840163105,-1.364016698,0.838688301,-1.357565961,28.9941005
48408,329648,QC,48.5882,-77.5301,08-06-2019,1.5,H,Intensive,Boreal Shield East,"(45, 50]","48.5882,-77.5301",112,"48.8,-78.2833",48.8,-78.2833,0.848024068,-1.353155514,0.851720675,-1.366301334,60.05234223
48409,329649,QC,48.4459,-78.3595,09-06-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4459,-78.3595",130,"48.4167,-78.7333",48.4167,-78.7333,0.845540464,-1.367631275,0.845030828,-1.374155316,27.75189468
48410,329650,QC,48.113,-79.2266,09-06-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.113,-79.2266",164,"48.2458,-79.0342",48.2458,-79.0342,0.839730263,-1.382765025,0.84204806,-1.379407012,20.51898611
48411,329651,QC,48.3362,-78.587,22-06-2019,0.9,H,Intensive,Boreal Shield East,"(45, 50]","48.3362,-78.587",130,"48.4167,-78.7333",48.4167,-78.7333,0.843625838,-1.371601899,0.845030828,-1.374155316,14.022774
48412,329652,QC,48.27,-79.0267,22-06-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.27,-79.0267",164,"48.2458,-79.0342",48.2458,-79.0342,0.84247043,-1.379276112,0.84204806,-1.379407012,2.745877611
48413,329653,QC,48.1425,-77.4493,07-07-2019,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.1425,-77.4493",229,"48.0533,-77.7828",48.0533,-77.7828,0.840245135,-1.351745288,0.838688301,-1.357565961,26.6620915
48414,329654,QC,47.9469,-77.089,09-07-2019,0.3,H,Intensive,Boreal Shield East,"(45, 50]","47.9469,-77.089",229,"48.0533,-77.7828",48.0533,-77.7828,0.836831271,-1.345456867,0.838688301,-1.357565961,52.92633441
48415,329655,QC,48.6625,-77.8364,13-07-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.6625,-77.8364",112,"48.8,-78.2833",48.8,-78.2833,0.849320847,-1.358501458,0.851720675,-1.366301334,36.14489879
48416,329656,QC,48.0355,-77.6856,19-07-2019,0.1,L,Intensive,Boreal Shield East,"(45, 50]","48.0355,-77.6856",229,"48.0533,-77.7828",48.0533,-77.7828,0.838377633,-1.355869501,0.838688301,-1.357565961,7.48730512
48417,329657,QC,48.5592,-78.243,25-07-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5592,-78.243",112,"48.8,-78.2833",48.8,-78.2833,0.847517922,-1.365597967,0.851720675,-1.366301334,26.92180252
48418,329658,QC,48.5399,-78.3119,26-07-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5399,-78.3119",112,"48.8,-78.2833",48.8,-78.2833,0.847181074,-1.366800498,0.851720675,-1.366301334,28.97974597
48419,329659,QC,48.3026,-78.557,26-07-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.3026,-78.557",130,"48.4167,-78.7333",48.4167,-78.7333,0.843039407,-1.3710783,0.845030828,-1.374155316,18.17201983
48420,329660,QC,47.9131,-77.1039,02-08-2019,0.1,H,Intensive,Boreal Shield East,"(45, 50]","47.9131,-77.1039",229,"48.0533,-77.7828",48.0533,-77.7828,0.83624135,-1.345716921,0.838688301,-1.357565961,52.84608244
48421,329661,QC,47.9164,-78.3873,02-08-2019,0.9,L,Intensive,Boreal Shield East,"(45, 50]","47.9164,-78.3873",170,"48.2061,-78.8356",48.2061,-78.8356,0.836298946,-1.368116477,0.841355165,-1.375940788,46.31318843
48422,329662,QC,48.0193,-77.6585,03-08-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.0193,-77.6585",229,"48.0533,-77.7828",48.0533,-77.7828,0.83809489,-1.355396517,0.838688301,-1.357565961,9.979010506
48423,329663,QC,48.2775,-78.6678,16-08-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.2775,-78.6678",170,"48.2061,-78.8356",48.2061,-78.8356,0.84260133,-1.373012125,0.841355165,-1.375940788,14.73681947
48424,329664,QC,48.404,-77.2445,18-08-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.404,-77.2445",229,"48.0533,-77.7828",48.0533,-77.7828,0.844809171,-1.348170854,0.838688301,-1.357565961,55.73758225
48425,329665,QC,48.096,-77.7255,19-08-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.096,-77.7255",229,"48.0533,-77.7828",48.0533,-77.7828,0.839433557,-1.356565888,0.838688301,-1.357565961,6.37308314
48426,329666,QC,48.2777,-78.6675,20-08-2019,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.2777,-78.6675",170,"48.2061,-78.8356",48.2061,-78.8356,0.84260482,-1.373006889,0.841355165,-1.375940788,14.7674762
48427,329667,QC,49.4094,-78.7282,21-08-2019,0.2,L,Intensive,Boreal Shield East,"(45, 50]","49.4094,-78.7282",112,"48.8,-78.2833",48.8,-78.2833,0.862356711,-1.374066304,0.851720675,-1.366301334,75.05679665
48428,329668,QC,47.8106,-78.306,28-08-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","47.8106,-78.306",229,"48.0533,-77.7828",48.0533,-77.7828,0.834452387,-1.366697524,0.838688301,-1.357565961,47.37994032
48429,329669,QC,48.2525,-77.6294,01-09-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.2525,-77.6294",229,"48.0533,-77.7828",48.0533,-77.7828,0.842164997,-1.354888626,0.838688301,-1.357565961,24.88658587
48430,329670,QC,48.0924,-77.8304,01-09-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.0924,-77.8304",229,"48.0533,-77.7828",48.0533,-77.7828,0.839370725,-1.358396738,0.838688301,-1.357565961,5.600977896
48431,329671,QC,48.1604,-77.5231,05-09-2019,0.4,H,Intensive,Boreal Shield East,"(45, 50]","48.1604,-77.5231",229,"48.0533,-77.7828",48.0533,-77.7828,0.840557549,-1.353033341,0.838688301,-1.357565961,22.64947088
48432,329672,QC,48.9288,-78.8635,06-09-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.9288,-78.8635",112,"48.8,-78.2833",48.8,-78.2833,0.853968659,-1.376427735,0.851720675,-1.366301334,44.76405798
48433,329673,QC,48.0999,-77.8201,18-09-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.0999,-77.8201",229,"48.0533,-77.7828",48.0533,-77.7828,0.839501625,-1.358216969,0.838688301,-1.357565961,5.872455516
48434,329674,QC,48.4466,-78.5076,10-10-2019,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4466,-78.5076",130,"48.4167,-78.7333",48.4167,-78.7333,0.845552681,-1.370216108,0.845030828,-1.374155316,16.96997959
48435,329675,QC,48.4592,-78.962,12-05-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4592,-78.962",130,"48.4167,-78.7333",48.4167,-78.7333,0.845772593,-1.378146884,0.845030828,-1.374155316,17.50959223
48436,329676,QC,49.1241,-79.2241,12-05-2018,0.6,H,Intensive,Boreal Shield East,"(45, 50]","49.1241,-79.2241",112,"48.8,-78.2833",48.8,-78.2833,0.857377287,-1.382721392,0.851720675,-1.366301334,77.51503821
48437,329677,QC,48.1605,-77.6683,13-05-2018,1,H,Intensive,Boreal Shield East,"(45, 50]","48.1605,-77.6683",229,"48.0533,-77.7828",48.0533,-77.7828,0.840559294,-1.355567559,0.838688301,-1.357565961,14.63203278
48438,329678,QC,48.0513,-77.7096,14-05-2018,0.5,H,Intensive,Boreal Shield East,"(45, 50]","48.0513,-77.7096",229,"48.0533,-77.7828",48.0533,-77.7828,0.838653395,-1.35628838,0.838688301,-1.357565961,5.441967957
48439,329679,QC,48.5872,-78.0755,14-05-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5872,-78.0755",112,"48.8,-78.2833",48.8,-78.2833,0.848006614,-1.36267454,0.851720675,-1.366301334,28.13423103
48440,329680,QC,48.2454,-79.0975,14-05-2018,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.2454,-79.0975",164,"48.2458,-79.0342",48.2458,-79.0342,0.842041079,-1.380511805,0.84204806,-1.379407012,4.684571676
48441,329681,QC,48.4907,-77.6833,15-05-2018,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.4907,-77.6833",229,"48.0533,-77.7828",48.0533,-77.7828,0.846322372,-1.355829359,0.838688301,-1.357565961,49.16010187
48442,329682,QC,48.4373,-78.9759,18-05-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4373,-78.9759",130,"48.4167,-78.7333",48.4167,-78.7333,0.845390366,-1.378389485,0.845030828,-1.374155316,18.0351165
48443,329683,QC,48.5881,-77.4514,20-05-2018,0.4,H,Intensive,Boreal Shield East,"(45, 50]","48.5881,-77.4514",229,"48.0533,-77.7828",48.0533,-77.7828,0.848022322,-1.35178194,0.838688301,-1.357565961,64.27714241
48444,329684,QC,48.5915,-78.2053,22-05-2018,0.5,H,Intensive,Boreal Shield East,"(45, 50]","48.5915,-78.2053",112,"48.8,-78.2833",48.8,-78.2833,0.848081663,-1.364939978,0.851720675,-1.366301334,23.86549564
48445,329685,QC,48.7177,-78.9491,22-05-2018,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.7177,-78.9491",130,"48.4167,-78.7333",48.4167,-78.7333,0.850284269,-1.377921736,0.845030828,-1.374155316,37.02212308
48446,329686,QC,48.7766,-79.0366,22-05-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","48.7766,-79.0366",130,"48.4167,-78.7333",48.4167,-78.7333,0.851312268,-1.3794489,0.845030828,-1.374155316,45.78615457
48447,329687,QC,48.6138,-78.6286,22-05-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","48.6138,-78.6286",130,"48.4167,-78.7333",48.4167,-78.7333,0.848470872,-1.372327956,0.845030828,-1.374155316,23.21918337
48448,329688,QC,48.072,-77.7136,23-05-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","48.072,-77.7136",229,"48.0533,-77.7828",48.0533,-77.7828,0.839014678,-1.356358194,0.838688301,-1.357565961,5.54349311
48449,329689,QC,48.8051,-79.2197,24-05-2018,1.3,H,Intensive,Boreal Shield East,"(45, 50]","48.8051,-79.2197",130,"48.4167,-78.7333",48.4167,-78.7333,0.851809687,-1.382644597,0.845030828,-1.374155316,56.0355074
48450,329690,QC,48.2119,-76.7691,25-05-2018,0.3,L,Intensive,Boreal Shield East,"(45, 50]","48.2119,-76.7691",229,"48.0533,-77.7828",48.0533,-77.7828,0.841456394,-1.339873559,0.838688301,-1.357565961,77.21949543
48451,329691,QC,49.756,-77.7961,26-05-2018,0.2,H,Intensive,Boreal Shield East,"(45, 50]","49.756,-77.7961",115,"49.7578,-77.7931",49.7578,-77.7931,0.868406023,-1.35779809,0.868437439,-1.35774573,0.293929954
48452,329692,QC,48.2753,-79.1448,26-05-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","48.2753,-79.1448",164,"48.2458,-79.0342",48.2458,-79.0342,0.842562932,-1.381337346,0.84204806,-1.379407012,8.814553986
48453,329693,QC,48.7779,-79.3497,28-05-2018,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.7779,-79.3497",130,"48.4167,-78.7333",48.4167,-78.7333,0.851334957,-1.384913525,0.845030828,-1.374155316,60.52433072
48454,329694,QC,48.6171,-77.6283,31-05-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","48.6171,-77.6283",112,"48.8,-78.2833",48.8,-78.2833,0.848528468,-1.354869428,0.851720675,-1.366301334,52.15441868
48455,329695,QC,48.2478,-77.6273,15-06-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","48.2478,-77.6273",229,"48.0533,-77.7828",48.0533,-77.7828,0.842082967,-1.354851974,0.838688301,-1.357565961,24.49631831
48456,329696,QC,49.0586,-76.9836,27-06-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","49.0586,-76.9836",115,"49.7578,-77.7931",49.7578,-77.7931,0.856234096,-1.34361729,0.868437439,-1.35774573,97.27655635
48457,329697,QC,49.6787,-78.5879,28-06-2018,0.2,L,Intensive,Boreal Shield East,"(45, 50]","49.6787,-78.5879",115,"49.7578,-77.7931",49.7578,-77.7931,0.867056883,-1.371617607,0.868437439,-1.35774573,57.77673126
48458,329698,QC,48.2288,-79.3064,01-07-2018,0,L,Intensive,Boreal Shield East,"(45, 50]","48.2288,-79.3064",164,"48.2458,-79.0342",48.2458,-79.0342,0.841751354,-1.384157798,0.84204806,-1.379407012,20.23512605
48459,329699,QC,48.3112,-76.7596,03-07-2018,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.3112,-76.7596",229,"48.0533,-77.7828",48.0533,-77.7828,0.843189506,-1.339707753,0.838688301,-1.357565961,81.0484379
48460,329700,QC,49.0041,-76.9382,11-07-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","49.0041,-76.9382",112,"48.8,-78.2833",48.8,-78.2833,0.855282892,-1.342824911,0.851720675,-1.366301334,100.8389542
48461,329701,QC,49.0997,-78.5658,14-07-2018,1.5,L,Intensive,Boreal Shield East,"(45, 50]","49.0997,-78.5658",112,"48.8,-78.2833",48.8,-78.2833,0.856951427,-1.371231889,0.851720675,-1.366301334,39.16880874
48462,329702,QC,48.1424,-77.4493,18-07-2018,0,H,Intensive,Boreal Shield East,"(45, 50]","48.1424,-77.4493",229,"48.0533,-77.7828",48.0533,-77.7828,0.84024339,-1.351745288,0.838688301,-1.357565961,26.65798449
48463,329703,QC,47.7613,-78.6074,16-07-2018,0.6,L,Intensive,Boreal Shield East,"(45, 50]","47.7613,-78.6074",170,"48.2061,-78.8356",48.2061,-78.8356,0.83359194,-1.371957946,0.841355165,-1.375940788,52.26155776
