oldidentifierfrompreviousfile,fid,src_agency,latitude,longitude,date,sizeha,cause,protzone,ecoz_name,wildlat1,coordinates,Unnamed: 0_y,coordinates1,climlatitude,climlongitude,firelat_radians,firelong_radians,climlat_radians,climlong_radians,distance_km
53085,371212,QC,53.7725,-71.6012,26-05-2021,339.8,L,Nordique,Taiga Shield East,"(50, 55]","53.7725,-71.6012",77,"53.7547,-73.6753",53.7547,-73.6753,0.938507172,-1.249676688,0.938196503,-1.285876562,136.253158
53086,371213,QC,53.3684,-72.4091,03-06-2021,297.3,L,Nordique,Taiga Shield East,"(50, 55]","53.3684,-72.4091",77,"53.7547,-73.6753",53.7547,-73.6753,0.931454297,-1.263777203,0.938196503,-1.285876562,93.95227695
53087,371214,QC,53.6643,-72.6302,26-05-2021,910.9,L,Nordique,Taiga Shield East,"(50, 55]","53.6643,-72.6302",77,"53.7547,-73.6753",53.7547,-73.6753,0.936618726,-1.267636126,0.938196503,-1.285876562,69.46854607
53088,371215,QC,48.129,-78.9508,04-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","48.129,-78.9508",170,"48.2061,-78.8356",48.2061,-78.8356,0.840009516,-1.377951407,0.841355165,-1.375940788,12.09567134
53089,371216,QC,47.0261,-72.6947,05-06-2021,0.1,H,Intensive,Boreal Shield East,"(45, 50]","47.0261,-72.6947",56,"47.1,-72.9333",47.1,-72.9333,0.820760279,-1.268761864,0.822050078,-1.272926219,19.84074922
53090,371217,QC,48.836,-74.332,06-06-2021,5.2,H,Intensive,Boreal Shield East,"(45, 50]","48.836,-74.332",19,"49.2786,-73.3556",49.2786,-73.3556,0.852348994,-1.29733814,0.860073821,-1.280296745,86.45452403
53091,371218,QC,48.4284,-70.7302,06-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4284,-70.7302",240,"48.4,-70.5333",48.4,-70.5333,0.845235031,-1.234474871,0.844739358,-1.231038317,14.8619507
53092,371219,QC,48.5747,-64.9156,05-06-2021,0,L,Intensive,Atlantic Maritime,"(45, 50]","48.5747,-64.9156",42,"48.7753,-64.4797",48.7753,-64.4797,0.847788448,-1.132990956,0.851289579,-1.125383066,38.98737127
53093,371220,QC,46.9715,-73.5348,05-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","46.9715,-73.5348",227,"46.6833,-73.9167",46.6833,-73.9167,0.81980733,-1.283424375,0.814777291,-1.290089787,43.2294895
53094,371221,QC,45.8768,-74.0042,05-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","45.8768,-74.0042",224,"45.8,-74.05",45.8,-74.05,0.80070121,-1.29161695,0.799360797,-1.292416311,9.241688033
53095,371222,QC,48.4027,-77.7806,06-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4027,-77.7806",229,"48.0533,-77.7828",48.0533,-77.7828,0.844786482,-1.357527564,0.838688301,-1.357565961,38.82745621
53096,371223,QC,48.7334,-72.8761,26-05-2021,75.4,H,Intensive,Boreal Shield East,"(45, 50]","48.7334,-72.8761",134,"48.8417,-72.5469",48.8417,-72.5469,0.850558286,-1.271927891,0.852448477,-1.266182267,26.93997382
53097,371224,QC,48.9416,-70.3721,07-06-2021,15.4,H,Intensive,Boreal Shield East,"(45, 50]","48.9416,-70.3721",135,"48.8942,-71.0317",48.8942,-71.0317,0.854192061,-1.228224847,0.853364775,-1.239737038,48.45410677
53098,371225,QC,48.9076,-70.456,07-06-2021,212.8,H,Intensive,Boreal Shield East,"(45, 50]","48.9076,-70.456",135,"48.8942,-71.0317",48.8942,-71.0317,0.853598649,-1.229689178,0.853364775,-1.239737038,42.08089874
53099,371226,QC,49.6026,-68.4614,03-06-2021,490,L,Intensive,Boreal Shield East,"(45, 50]","49.6026,-68.4614",108,"49.1167,-68.3833",49.1167,-68.3833,0.865728688,-1.194876841,0.857248133,-1.193513738,54.29075445
53100,371227,QC,49.822,-69.4613,07-06-2021,5.2,L,Intensive,Boreal Shield East,"(45, 50]","49.822,-69.4613",108,"49.1167,-68.3833",49.1167,-68.3833,0.86955794,-1.212328388,0.857248133,-1.193513738,110.4658054
53101,371228,QC,47.6605,-72.3269,07-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","47.6605,-72.3269",90,"47.4111,-72.7875",47.4111,-72.7875,0.831832648,-1.262342543,0.827479797,-1.270381529,44.29675648
53102,371229,QC,47.5239,-69.9395,07-06-2021,2.5,H,Intensive,MixedWood Plain,"(45, 50]","47.5239,-69.9395",94,"47.3558,-70.0319",47.3558,-70.0319,0.829448528,-1.220674552,0.82651463,-1.222287236,19.92933695
53103,371230,QC,48.5567,-67.6599,07-06-2021,0.5,H,Intensive,Atlantic Maritime,"(45, 50]","48.5567,-67.6599",3,"48.4719,-67.4347",48.4719,-67.4347,0.847474289,-1.180888027,0.84599425,-1.176957545,19.06877713
53104,371231,QC,49.6788,-68.5806,03-06-2021,6,L,Intensive,Boreal Shield East,"(45, 50]","49.6788,-68.5806",108,"49.1167,-68.3833",49.1167,-68.3833,0.867058628,-1.196957273,0.857248133,-1.193513738,64.07239513
53105,371232,QC,46.8525,-70.4212,07-06-2021,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.8525,-70.4212",74,"46.9967,-70.8083",46.9967,-70.8083,0.817730388,-1.229081803,0.820247153,-1.235837973,33.4645107
53106,371233,QC,49.5985,-71.3135,07-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","49.5985,-71.3135",35,"49.8403,-71.1683",49.8403,-71.1683,0.865657129,-1.244655376,0.869877335,-1.242121158,28.82405155
53107,371234,QC,49.3041,-67.7429,07-06-2021,0.2,H,Intensive,Boreal Shield East,"(45, 50]","49.3041,-67.7429",53,"49.3167,-67.6167",49.3167,-67.6167,0.86051888,-1.18233665,0.860738791,-1.180134044,9.249680344
53108,371235,QC,49.608,-75.363,07-06-2021,0.2,L,Intensive,Boreal Shield East,"(45, 50]","49.608,-75.363",21,"49.8225,-74.9753",49.8225,-74.9753,0.865822935,-1.315332484,0.869566667,-1.308565843,36.66304293
53109,371236,QC,49.2987,-73.2051,07-06-2021,2,L,Intensive,Boreal Shield East,"(45, 50]","49.2987,-73.2051",19,"49.2786,-73.3556",49.2786,-73.3556,0.860424632,-1.277670024,0.860073821,-1.280296745,11.13474826
53110,371237,QC,49.6499,-75.1984,07-06-2021,0.1,L,Intensive,Boreal Shield East,"(45, 50]","49.6499,-75.1984",21,"49.8225,-74.9753",49.8225,-74.9753,0.866554228,-1.312459672,0.869566667,-1.308565843,24.99247653
53111,371238,QC,46.1318,-75.1297,07-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","46.1318,-75.1297",31,"45.9,-75.0833",45.9,-75.0833,0.8051518,-1.311260631,0.801106127,-1.310450798,26.00649335
53112,371239,QC,46.3066,-75.4784,07-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","46.3066,-75.4784",128,"46.5667,-75.55",46.5667,-75.55,0.808202635,-1.317346594,0.812742237,-1.31859625,29.41916039
53113,371240,QC,50.3518,-75.8041,07-06-2021,0,H,Intensive,Boreal Shield East,"(50, 55]","50.3518,-75.8041",21,"49.8225,-74.9753",49.8225,-74.9753,0.878804694,-1.323031132,0.869566667,-1.308565843,83.37573774
53114,371241,QC,49.0969,-68.5573,08-06-2021,0.1,H,Intensive,Boreal Shield East,"(45, 50]","49.0969,-68.5573",108,"49.1167,-68.3833",49.1167,-68.3833,0.856902558,-1.196550611,0.857248133,-1.193513738,12.84798576
53115,371242,QC,47.2833,-72.8397,07-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","47.2833,-72.8397",90,"47.4111,-72.7875",47.4111,-72.7875,0.825249266,-1.271292591,0.827479797,-1.270381529,14.73560724
53116,371243,QC,49.625,-71.3417,07-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","49.625,-71.3417",35,"49.8403,-71.1683",49.8403,-71.1683,0.866119641,-1.245147559,0.869877335,-1.242121158,26.97285537
53117,371244,QC,49.6562,-68.8236,08-06-2021,160.7,H,Intensive,Boreal Shield East,"(45, 50]","49.6562,-68.8236",108,"49.1167,-68.3833",49.1167,-68.3833,0.866664184,-1.201198423,0.857248133,-1.193513738,67.8869001
53118,371245,QC,49.4379,-71.3612,07-06-2021,3397.9,L,Intensive,Boreal Shield East,"(45, 50]","49.4379,-71.3612",35,"49.8403,-71.1683",49.8403,-71.1683,0.86285413,-1.245487898,0.869877335,-1.242121158,46.82192268
53119,371246,QC,46.594,-74.1111,07-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","46.594,-74.1111",227,"46.6833,-73.9167",46.6833,-73.9167,0.813218712,-1.293482707,0.814777291,-1.290089787,17.8458448
53120,371247,QC,48.5997,-72.7133,08-06-2021,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.5997,-72.7133",226,"48.6167,-72.4167",48.6167,-72.4167,0.84822478,-1.269086495,0.848521486,-1.263909848,21.87481968
53121,371248,QC,49.9876,-71.0024,07-06-2021,1611.9,L,Intensive,Boreal Shield East,"(45, 50]","49.9876,-71.0024",35,"49.8403,-71.1683",49.8403,-71.1683,0.872448205,-1.239225657,0.869877335,-1.242121158,20.22041449
53122,371249,QC,46.7527,-73.1378,05-06-2021,0.4,L,Intensive,Boreal Shield East,"(45, 50]","46.7527,-73.1378",184,"46.5333,-73.15",46.5333,-73.15,0.815988549,-1.276495418,0.812159297,-1.276708348,24.39860974
53123,371250,QC,50.3785,-75.8009,08-06-2021,0,H,Intensive,Boreal Shield East,"(50, 55]","50.3785,-75.8009",21,"49.8225,-74.9753",49.8225,-74.9753,0.879270697,-1.322975281,0.869566667,-1.308565843,85.32581649
53124,371251,QC,49.4883,-75.6313,07-06-2021,0.2,L,Intensive,Boreal Shield East,"(45, 50]","49.4883,-75.6313",21,"49.8225,-74.9753",49.8225,-74.9753,0.863733776,-1.320015203,0.869566667,-1.308565843,60.0530089
53125,371252,QC,49.5896,-70.0361,07-06-2021,0.4,L,Intensive,Boreal Shield East,"(45, 50]","49.5896,-70.0361",35,"49.8403,-71.1683",49.8403,-71.1683,0.865501795,-1.22236054,0.869877335,-1.242121158,85.98832859
53126,371253,QC,46.6135,-75.0579,08-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","46.6135,-75.0579",143,"46.4,-75.0833",46.4,-75.0833,0.813559051,-1.310007485,0.809832773,-1.310450798,23.80461529
53127,371254,QC,48.6748,-75.6825,07-06-2021,0.6,L,Intensive,Boreal Shield East,"(45, 50]","48.6748,-75.6825",145,"47.9222,-74.6242",47.9222,-74.6242,0.849535523,-1.320908811,0.836400175,-1.302437992,114.5197364
53128,371255,QC,46.6455,-72.9719,09-06-2021,1.2,H,Intensive,Boreal Shield East,"(45, 50]","46.6455,-72.9719",184,"46.5333,-73.15",46.5333,-73.15,0.814117556,-1.273599916,0.812159297,-1.276708348,18.45117275
53129,371256,QC,46.3082,-70.9052,07-06-2021,0,H,Intensive,Atlantic Maritime,"(45, 50]","46.3082,-70.9052",247,"46.3833,-70.9333",46.3833,-70.9333,0.808230561,-1.237529197,0.809541303,-1.238019634,8.619380876
53130,371257,QC,47.3494,-71.0293,09-06-2021,0.1,H,Intensive,Boreal Shield East,"(45, 50]","47.3494,-71.0293",20,"47.2842,-70.6375",47.2842,-70.6375,0.826402929,-1.23969515,0.825264974,-1.23285695,30.39308514
53131,371258,QC,47.0032,-73.255,09-06-2021,0.2,H,Intensive,Boreal Shield East,"(45, 50]","47.0032,-73.255",56,"47.1,-72.9333",47.1,-72.9333,0.820360599,-1.278540944,0.822050078,-1.272926219,26.62670342
53132,371259,QC,46.2128,-75.164,08-06-2021,0.6,L,Intensive,Boreal Shield East,"(45, 50]","46.2128,-75.164",143,"46.4,-75.0833",46.4,-75.0833,0.806565517,-1.311859279,0.809832773,-1.310450798,21.70544951
53133,371260,QC,45.9814,-76.8152,09-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","45.9814,-76.8152",200,"45.9667,-77.25",45.9667,-77.25,0.802526825,-1.340678156,0.802270261,-1.348266847,33.61935281
53134,371261,QC,46.7599,-73.8908,10-06-2021,0.5,H,Intensive,Boreal Shield East,"(45, 50]","46.7599,-73.8908",227,"46.6833,-73.9167",46.6833,-73.9167,0.816114213,-1.289637747,0.814777291,-1.290089787,8.737869285
53135,371262,QC,46.2829,-77.3198,06-06-2021,0,L,Intensive,Boreal Shield East,"(45, 50]","46.2829,-77.3198",163,"46.2,-77.7",46.2,-77.7,0.807788992,-1.349485087,0.806342114,-1.356120829,30.63853816
53136,371263,QC,45.8464,-74.2946,10-06-2021,0.1,H,Intensive,Boreal Shield East,"(45, 50]","45.8464,-74.2946",224,"45.8,-74.05",45.8,-74.05,0.80017063,-1.296685386,0.799360797,-1.292416311,19.63113449
53137,371264,QC,45.6282,-75.5999,09-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","45.6282,-75.5999",12,"45.55,-75.55",45.55,-75.55,0.796362322,-1.319467169,0.794997474,-1.31859625,9.517036784
53138,371265,QC,46.0034,-75.7966,10-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","46.0034,-75.7966",250,"46.0667,-76.05",46.0667,-76.05,0.802910797,-1.322900232,0.804015591,-1.327322896,20.77561168
53139,371266,QC,45.9648,-75.7428,11-06-2021,0.2,H,Intensive,Boreal Shield East,"(45, 50]","45.9648,-75.7428",60,"45.8394,-75.6481",45.8394,-75.6481,0.8022371,-1.321961245,0.800048457,-1.320308418,15.74216628
53140,371267,QC,48.1364,-69.1073,10-06-2021,0,H,Intensive,Atlantic Maritime,"(45, 50]","48.1364,-69.1073",54,"48.25,-69.5167",48.25,-69.5167,0.84013867,-1.206149922,0.842121364,-1.2132953,32.85002972
53141,371268,QC,45.9745,-75.9272,11-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","45.9745,-75.9272",250,"46.0667,-76.05",46.0667,-76.05,0.802406397,-1.325179632,0.804015591,-1.327322896,13.95591367
53142,371269,QC,46.6508,-72.815,10-06-2021,0.2,H,Intensive,Boreal Shield East,"(45, 50]","46.6508,-72.815",63,"46.6667,-72.6",46.6667,-72.6,0.814210059,-1.270861495,0.814487566,-1.267109037,16.49292854
53143,371270,QC,47.0839,-73.2575,12-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","47.0839,-73.2575",56,"47.1,-72.9333",47.1,-72.9333,0.82176908,-1.278584577,0.822050078,-1.272926219,24.59302271
53144,371271,QC,45.6398,-75.6187,11-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","45.6398,-75.6187",12,"45.55,-75.55",45.55,-75.55,0.79656478,-1.319795291,0.794997474,-1.31859625,11.31888902
53145,371272,QC,46.9707,-70.5872,18-05-2021,0.1,H,Intensive,MixedWood Plain,"(45, 50]","46.9707,-70.5872",74,"46.9967,-70.8083",46.9967,-70.8083,0.819793367,-1.23197905,0.820247153,-1.235837973,17.00883467
53146,371273,QC,45.8134,-74.043,12-06-2021,0.1,H,Intensive,Boreal Shield East,"(45, 50]","45.8134,-74.043",224,"45.8,-74.05",45.8,-74.05,0.799594672,-1.292294138,0.799360797,-1.292416311,1.584732142
53147,371274,QC,46.5474,-78.3763,12-06-2021,0.1,H,Intensive,Boreal Shield East,"(45, 50]","46.5474,-78.3763",16,"46.7097,-79.1011",46.7097,-79.1011,0.812405388,-1.367924491,0.815238058,-1.380574637,58.17720649
53148,371275,QC,48.8496,-72.2834,12-06-2021,0.4,H,Intensive,Boreal Shield East,"(45, 50]","48.8496,-72.2834",134,"48.8417,-72.5469",48.8417,-72.5469,0.852586358,-1.261583325,0.852448477,-1.266182267,19.28981135
53149,371276,QC,47.3261,-73.3577,11-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","47.3261,-73.3577",56,"47.1,-72.9333",47.1,-72.9333,0.825996267,-1.280333397,0.822050078,-1.272926219,40.71308721
53150,371277,QC,49.1931,-68.3258,12-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","49.1931,-68.3258",108,"49.1167,-68.3833",49.1167,-68.3833,0.858581564,-1.192510174,0.857248133,-1.193513738,9.462722812
53151,371278,QC,48.8426,-72.3953,12-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","48.8426,-72.3953",134,"48.8417,-72.5469",48.8417,-72.5469,0.852464185,-1.263536348,0.852448477,-1.266182267,11.0877776
53152,371279,QC,45.7835,-73.9674,12-06-2021,0.6,H,Intensive,MixedWood Plain,"(45, 50]","45.7835,-73.9674",224,"45.8,-74.05",45.8,-74.05,0.799072818,-1.290974669,0.799360797,-1.292416311,6.657646718
53153,371280,QC,46.0196,-73.7857,12-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","46.0196,-73.7857",223,"45.9833,-74.0",45.9833,-74,0.80319354,-1.287803406,0.802559986,-1.291543646,17.02695897
53154,371281,QC,50.1161,-68.1122,13-06-2021,0,H,Intensive,Boreal Shield East,"(50, 55]","50.1161,-68.1122",53,"49.3167,-67.6167",49.3167,-67.6167,0.874690953,-1.188782151,0.860738791,-1.180134044,95.70138705
53155,371282,QC,48.6656,-74.9608,12-06-2021,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.6656,-74.9608",145,"47.9222,-74.6242",47.9222,-74.6242,0.849374952,-1.30831277,0.836400175,-1.302437992,86.2770913
53156,371283,QC,45.7874,-76.1641,13-06-2021,0.1,H,Intensive,Boreal Shield East,"(45, 50]","45.7874,-76.1641",29,"45.6833,-76.4333",45.6833,-76.4333,0.799140886,-1.329314317,0.797323998,-1.334012743,23.87020095
53157,371284,QC,48.664,-72.912,13-06-2021,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.664,-72.912",134,"48.8417,-72.5469",48.8417,-72.5469,0.849347027,-1.272554464,0.852448477,-1.266182267,33.24850432
53158,371285,QC,49.2285,-70.2398,13-06-2021,1.3,H,Intensive,Boreal Shield East,"(45, 50]","49.2285,-70.2398",135,"48.8942,-71.0317",48.8942,-71.0317,0.859199411,-1.225915776,0.853364775,-1.239737038,68.59220287
53159,371286,QC,50.2379,-75.5569,13-06-2021,0.4,H,Intensive,Boreal Shield East,"(50, 55]","50.2379,-75.5569",21,"49.8225,-74.9753",49.8225,-74.9753,0.876816764,-1.318716678,0.869566667,-1.308565843,62.08483166
53160,371287,QC,48.9038,-72.3884,14-06-2021,0.8,H,Intensive,Boreal Shield East,"(45, 50]","48.9038,-72.3884",134,"48.8417,-72.5469",48.8417,-72.5469,0.853532327,-1.26341592,0.852448477,-1.266182267,13.48448374
53161,371288,QC,48.9283,-72.1025,13-06-2021,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.9283,-72.1025",162,"48.7667,-72.0333",48.7667,-72.0333,0.853959932,-1.258426024,0.85113948,-1.257218256,18.65719979
53162,371289,QC,45.3731,-73.9593,12-06-2021,0.2,H,Intensive,MixedWood Plain,"(45, 50]","45.3731,-73.9593",99,"45.3,-74.05",45.3,-74.05,0.791909987,-1.290833297,0.790634151,-1.292416311,10.77886782
53163,371290,QC,45.213,-73.9306,28-05-2021,0,H,Intensive,MixedWood Plain,"(45, 50]","45.213,-73.9306",237,"45.2167,-73.85",45.2167,-73.85,0.789115715,-1.290332388,0.789180292,-1.288925653,6.322920961
53164,371291,QC,45.76,-75.9098,14-06-2021,0,L,Intensive,Boreal Shield East,"(45, 50]","45.76,-75.9098",60,"45.8394,-75.6481",45.8394,-75.6481,0.798662666,-1.324875945,0.800048457,-1.320308418,22.11137852
53165,371292,QC,48.8528,-72.3244,14-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","48.8528,-72.3244",134,"48.8417,-72.5469",48.8417,-72.5469,0.852642209,-1.26229891,0.852448477,-1.266182267,16.31765394
53166,371293,QC,47.6124,-74.4542,14-06-2021,0.1,L,Intensive,Boreal Shield East,"(45, 50]","47.6124,-74.4542",145,"47.9222,-74.6242",47.9222,-74.6242,0.830993145,-1.299470932,0.836400175,-1.302437992,36.69354449
53167,371294,QC,49.3586,-70.8506,14-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","49.3586,-70.8506",135,"48.8942,-71.0317",48.8942,-71.0317,0.861470084,-1.236576247,0.853364775,-1.239737038,53.26032066
53168,371295,QC,48.3068,-75.1883,14-06-2021,0,L,Intensive,Boreal Shield East,"(45, 50]","48.3068,-75.1883",145,"47.9222,-74.6242",47.9222,-74.6242,0.843112711,-1.312283394,0.836400175,-1.302437992,59.81743995
53169,371296,QC,49.0276,-65.0827,14-06-2021,0,H,Intensive,Atlantic Maritime,"(45, 50]","49.0276,-65.0827",38,"49.2508,-65.3247",49.2508,-65.3247,0.855693044,-1.135907401,0.859588619,-1.140131098,30.40931072
53170,371297,QC,48.6845,-74.447,14-06-2021,0.2,L,Intensive,Boreal Shield East,"(45, 50]","48.6845,-74.447",145,"47.9222,-74.6242",47.9222,-74.6242,0.84970482,-1.299345268,0.836400175,-1.302437992,85.71729802
53171,371298,QC,50.0884,-68.8167,15-06-2021,0,H,Intensive,Boreal Shield East,"(50, 55]","50.0884,-68.8167",108,"49.1167,-68.3833",49.1167,-68.3833,0.874207497,-1.201077995,0.857248133,-1.193513738,112.4004452
53172,371299,QC,49.1549,-72.008,15-06-2021,0.7,L,Intensive,Boreal Shield East,"(45, 50]","49.1549,-72.008",162,"48.7667,-72.0333",48.7667,-72.0333,0.857914848,-1.256776688,0.85113948,-1.257218256,43.17824475
53173,371300,QC,48.3833,-74.7311,14-06-2021,0,L,Intensive,Boreal Shield East,"(45, 50]","48.3833,-74.7311",145,"47.9222,-74.6242",47.9222,-74.6242,0.844447888,-1.304303749,0.836400175,-1.302437992,51.84904625
53174,371301,QC,45.4376,-72.1542,15-06-2021,0,H,Intensive,Atlantic Maritime,"(45, 50]","45.4376,-72.1542",7,"45.4,-72.2667",45.4,-72.2667,0.793035724,-1.259328359,0.79237948,-1.261291855,9.719081631
53175,371302,QC,47.7108,-76.652,14-06-2021,33,L,Intensive,Boreal Shield East,"(45, 50]","47.7108,-76.652",229,"48.0533,-77.7828",48.0533,-77.7828,0.832710549,-1.337829778,0.838688301,-1.357565961,92.46985607
53176,371303,QC,48.015,-76.0152,14-06-2021,7,L,Intensive,Boreal Shield East,"(45, 50]","48.015,-76.0152",145,"47.9222,-74.6242",47.9222,-74.6242,0.83801984,-1.326715522,0.836400175,-1.302437992,104.0048848
53177,371304,QC,47.8455,-78.8616,15-06-2021,1.8,H,Intensive,Boreal Shield East,"(45, 50]","47.8455,-78.8616",170,"48.2061,-78.8356",48.2061,-78.8356,0.835061507,-1.376394573,0.841355165,-1.375940788,40.1182779
53178,371305,QC,47.3605,-75.933,14-06-2021,0.2,L,Intensive,Boreal Shield East,"(45, 50]","47.3605,-75.933",222,"46.85,-75.3333",46.85,-75.3333,0.82659666,-1.325280861,0.817686755,-1.314814121,72.6338415
53179,371306,QC,47.9824,-76.4893,14-06-2021,0.6,L,Intensive,Boreal Shield East,"(45, 50]","47.9824,-76.4893",229,"48.0533,-77.7828",48.0533,-77.7828,0.837450863,-1.334990128,0.838688301,-1.357565961,96.46889072
53180,371307,QC,45.5003,-70.9344,16-06-2021,0.1,H,Intensive,Atlantic Maritime,"(45, 50]","45.5003,-70.9344",97,"45.6,-70.8833",45.6,-70.8833,0.794130046,-1.238038833,0.795870139,-1.23714697,11.77119877
53181,371308,QC,46.371,-72.5783,12-06-2021,0,H,Intensive,MixedWood Plain,"(45, 50]","46.371,-72.5783",231,"46.3833,-72.6167",46.3833,-72.6167,0.809326627,-1.266730301,0.809541303,-1.267400507,3.245807235
53182,371309,QC,45.6178,-76.0751,14-06-2021,3.5,L,Intensive,Boreal Shield East,"(45, 50]","45.6178,-76.0751",125,"45.5333,-76.05",45.5333,-76.05,0.796180808,-1.327760974,0.794706004,-1.327322896,9.590893413
53183,371310,QC,45.6215,-75.9157,17-06-2021,0.8,L,Intensive,Boreal Shield East,"(45, 50]","45.6215,-75.9157",125,"45.5333,-76.05",45.5333,-76.05,0.796245385,-1.324978919,0.794706004,-1.327322896,14.32424901
53184,371311,QC,46.338,-77.0995,16-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","46.338,-77.0995",200,"45.9667,-77.25",45.9667,-77.25,0.808750669,-1.345640127,0.802270261,-1.348266847,42.85645199
53185,371312,QC,46.5229,-77.4188,14-06-2021,0.6,L,Intensive,Boreal Shield East,"(45, 50]","46.5229,-77.4188",163,"46.2,-77.7",46.2,-77.7,0.811977783,-1.351212963,0.806342114,-1.356120829,41.86371418
53186,371313,QC,47.2769,-75.0558,14-06-2021,0.4,L,Intensive,Boreal Shield East,"(45, 50]","47.2769,-75.0558",222,"46.85,-75.3333",46.85,-75.3333,0.825137565,-1.309970833,0.817686755,-1.314814121,51.88186919
53187,371314,QC,47.5078,-79.3005,17-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","47.5078,-79.3005",164,"48.2458,-79.0342",48.2458,-79.0342,0.82916753,-1.384054823,0.84204806,-1.379407012,84.37792759
53188,371315,QC,45.974,-76.9161,14-06-2021,0.4,L,Intensive,Boreal Shield East,"(45, 50]","45.974,-76.9161",200,"45.9667,-77.25",45.9667,-77.25,0.80239767,-1.342439193,0.802270261,-1.348266847,25.8016188
53189,371316,QC,46.0067,-76.8912,14-06-2021,0.7,L,Intensive,Boreal Shield East,"(45, 50]","46.0067,-76.8912",200,"45.9667,-77.25",45.9667,-77.25,0.802968393,-1.342004606,0.802270261,-1.348266847,28.05816343
53190,371317,QC,48.1204,-79.2725,17-06-2021,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.1204,-79.2725",164,"48.2458,-79.0342",48.2458,-79.0342,0.839859417,-1.383566131,0.84204806,-1.379407012,22.4929407
53191,371318,QC,48.2489,-79.0514,17-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","48.2489,-79.0514",164,"48.2458,-79.0342",48.2458,-79.0342,0.842102165,-1.379707208,0.84204806,-1.379407012,1.318594765
53192,371319,QC,48.5108,-77.8375,17-06-2021,437.8,H,Intensive,Boreal Shield East,"(45, 50]","48.5108,-77.8375",112,"48.8,-78.2833",48.8,-78.2833,0.846673183,-1.358520657,0.851720675,-1.366301334,45.86647524
53193,371320,QC,46.6898,-71.7424,18-06-2021,0.1,H,Intensive,MixedWood Plain,"(45, 50]","46.6898,-71.7424",44,"46.6833,-71.7333",46.6833,-71.7333,0.814890737,-1.252141093,0.814777291,-1.251982268,1.001476051
53194,371321,QC,45.9506,-73.7506,17-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","45.9506,-73.7506",208,"45.95,-73.5833",45.95,-73.5833,0.801989263,-1.287190795,0.801978791,-1.284270859,12.92631978
53195,371322,QC,45.9506,-73.7506,17-06-2021,0,H,Intensive,Boreal Shield East,"(45, 50]","45.9506,-73.7506",208,"45.95,-73.5833",45.95,-73.5833,0.801989263,-1.287190795,0.801978791,-1.284270859,12.92631978
53196,371323,QC,49.5263,-77.2145,17-06-2021,0.2,L,Intensive,Boreal Shield East,"(45, 50]","49.5263,-77.2145",115,"49.7578,-77.7931",49.7578,-77.7931,0.864397001,-1.347647255,0.868437439,-1.35774573,48.94234315
53197,371324,QC,48.1883,-78.4691,07-06-2021,1.8,L,Intensive,Boreal Shield East,"(45, 50]","48.1883,-78.4691",170,"48.2061,-78.8356",48.2061,-78.8356,0.841044496,-1.369544156,0.841355165,-1.375940788,27.21952755
53198,371325,QC,50.7598,-74.7618,18-06-2021,1.3,L,Intensive,Boreal Shield East,"(50, 55]","50.7598,-74.7618",21,"49.8225,-74.9753",49.8225,-74.9753,0.885925638,-1.304839565,0.869566667,-1.308565843,105.254587
